feature,importance
dir_std,0.20285404430723442
lateral_disp,0.17436768625446744
speed_mean,0.1583629050604569
pff_backFieldBlock,0.15769262276721724
accel_mean,0.13754853650876633
window_duration_s,0.09294423387044815
speed_max,0.08996238496690839
orientation_std,0.08478391348620574
forward_disp,0.0671812388435796
speed_std,0.05713552444422153
net_displacement,0.054773892152724456
accel_max,0.0524397826909923
distance_covered,0.04619023249184871
