feature,importance
o_dir_delta_mean,1.1694045265624966
speed_max,0.7563277661516477
speed_std,0.6246283366587628
accel_mean,0.43489622251185894
orientation_std,0.4115347438543439
distance_covered,0.3913220419323284
speed_mean,0.38066015581749785
displacement,0.31471704541862144
accel_max,0.2783383974561253
window_duration_s,0.2571046845682343
dir_std,0.23984122598692378
